candidate_type,candidate,gloss,corpus_frequency,distinct_word_coverage,domain_coverage_gain,anchor_availability,pronunciation_clarity,rule_gateway_value,visual_distinctiveness,confusability_penalty,load_penalty,irregularity_penalty,font_penalty,license_penalty,notes
grapheme,ๆ,maiyamok repetition mark,0.52,0.48,0.58,0.7,0.74,0.76,0.62,0.03,0.06,0.03,0,0,Repeat the previous word for plurals and emphasis
grapheme,final ง,final ng nasal role,0.8,0.77,0.74,0.8,0.8,0.84,0.62,0.03,0.07,0.03,0,0,Explicit final ng sound role for reading closed syllables
grapheme,เ-ือ,compound vowel uea,0.45,0.43,0.52,0.7,0.78,0.72,0.6,0.05,0.08,0.04,0,0,uea diphthong reading pattern
grapheme,ญ,low consonant y rarer base,0.5,0.48,0.54,0.7,0.78,0.62,0.66,0.06,0.08,0.05,0,0,Same y sound as ย but rarer and often final
grapheme,ฉ,high consonant ch,0.5,0.48,0.54,0.7,0.8,0.64,0.68,0.06,0.06,0.03,0,0,High class ch completing the ch pair with ช
grapheme,ธ,low consonant th rarer,0.5,0.48,0.54,0.7,0.8,0.6,0.64,0.05,0.08,0.05,0,0,Same th sound as ท but in formal and loan vocabulary
grapheme,true initial clusters,blendable cr cl cw clusters,0.58,0.54,0.64,0.74,0.74,0.8,0.58,0.05,0.09,0.05,0,0,True clusters like กร กล กว ปร ปล distinct from hidden vowel frame
grapheme,final ย ว,final glide y w,0.74,0.7,0.62,0.72,0.76,0.78,0.58,0.04,0.08,0.04,0,0,Glide finals that close diphthong syllables
grapheme,ฝ,high consonant f,0.48,0.46,0.52,0.68,0.82,0.64,0.68,0.05,0.06,0.03,0,0,High class f completing the f pair with ฟ
grapheme,ภ,low consonant ph rarer,0.49,0.47,0.52,0.68,0.8,0.6,0.64,0.06,0.08,0.05,0,0,Same ph sound as พ confusable with ถ
grapheme,เ-าะ,compound vowel aw short,0.36,0.34,0.46,0.64,0.74,0.64,0.58,0.05,0.08,0.04,0,0,Short aw diphthong reading pattern
grapheme,เ-ะ,compound vowel e short,0.4,0.38,0.48,0.64,0.74,0.62,0.58,0.05,0.07,0.03,0,0,Short e with mai taikhu or glottal stop
grapheme,ฮ,low consonant h,0.48,0.46,0.46,0.64,0.82,0.58,0.66,0.05,0.06,0.03,0,0,Low class h in colloquial and onomatopoeic words
grapheme,๊,tone mark mai tri,0.4,0.38,0.5,0.66,0.72,0.72,0.6,0.04,0.08,0.04,0,0,Third tone mark common in colloquial and loan spellings
grapheme,๐๑๒๓๔๕๖๗๘๙,thai numerals zero to nine,0.46,0.42,0.5,0.62,0.84,0.6,0.66,0.04,0.08,0.03,0,0,Thai numeral set for price and sign reading
grapheme,ๅ,lakkhangyao length mark,0.1,0.08,0.18,0.36,0.6,0.36,0.52,0.05,0.1,0.08,0,0,Archaic vowel length mark recognition only
grapheme,๋,tone mark mai chattawa,0.37,0.35,0.46,0.62,0.72,0.7,0.6,0.04,0.08,0.04,0,0,Fourth tone mark for rising tone in colloquial spellings
grapheme,ศ,high consonant s sanskrit,0.51,0.49,0.52,0.66,0.78,0.56,0.62,0.07,0.09,0.07,0,0,Same s sound as ส appears in common ประเทศ and ศาล
grapheme,โ-ะ,compound vowel o short,0.32,0.3,0.42,0.6,0.72,0.6,0.56,0.05,0.08,0.04,0,0,Short o often unwritten in closed syllables
grapheme,แ-ะ,compound vowel ae short,0.32,0.3,0.42,0.6,0.72,0.6,0.56,0.05,0.08,0.04,0,0,Short ae diphthong reading pattern
grapheme,ณ,low consonant n sanskrit,0.51,0.49,0.42,0.58,0.76,0.5,0.58,0.07,0.1,0.08,0,0,Same n sound as น in Sanskrit derived vocabulary
grapheme,leading อ,silent o tone helper,0.4,0.34,0.42,0.56,0.66,0.66,0.54,0.05,0.12,0.1,0,0,Silent o in the four ya words อย่า อยาก อย่าง อยู่
grapheme,ษ,high consonant s sanskrit,0.5,0.48,0.42,0.58,0.76,0.5,0.6,0.08,0.1,0.08,0,0,Same s sound as ส in Sanskrit derived vocabulary
grapheme,ฤ,vocalic r ru ri rue,0.4,0.38,0.38,0.56,0.66,0.52,0.6,0.06,0.1,0.08,0,0,Vocalic r read as ru ri or rue depending on the word
grapheme,ฐ,high consonant th sanskrit,0.3,0.28,0.36,0.54,0.74,0.46,0.58,0.07,0.1,0.08,0,0,Same th sound as ถ in formal Sanskrit vocabulary
grapheme,ฯ,paiyannoi abbreviation,0.3,0.28,0.36,0.52,0.62,0.56,0.54,0.04,0.08,0.05,0,0,Abbreviation mark as in กรุงเทพฯ
grapheme,ฎ,mid consonant d sanskrit,0.28,0.26,0.32,0.5,0.74,0.44,0.58,0.07,0.1,0.08,0,0,Same d sound as ด in Sanskrit derived vocabulary
grapheme,ฏ,mid consonant t sanskrit,0.28,0.26,0.32,0.5,0.74,0.44,0.58,0.07,0.1,0.08,0,0,Same t sound as ต in Sanskrit derived vocabulary
grapheme,ฬ,low consonant l sanskrit,0.32,0.3,0.32,0.5,0.74,0.44,0.56,0.06,0.1,0.08,0,0,Same l sound as ล mostly in กีฬา and Pali words
grapheme,ฆ,low consonant kh sanskrit,0.26,0.24,0.3,0.48,0.74,0.42,0.56,0.07,0.11,0.09,0,0,Same kh sound as ค in rare Sanskrit vocabulary
grapheme,ฑ,low consonant th sanskrit,0.25,0.23,0.3,0.48,0.72,0.42,0.56,0.07,0.11,0.09,0,0,Same th or d sound in rare Sanskrit vocabulary
grapheme,ฒ,low consonant th sanskrit,0.25,0.23,0.3,0.48,0.72,0.42,0.56,0.07,0.11,0.09,0,0,Same th sound in rare Sanskrit vocabulary
grapheme,ฌ,low consonant ch rare,0.2,0.18,0.24,0.42,0.72,0.38,0.56,0.07,0.12,0.1,0,0,Same ch sound as ช in very rare vocabulary
grapheme,silent r and ทร,silent r and tr read as s,0.34,0.3,0.4,0.54,0.62,0.6,0.54,0.05,0.1,0.08,0,0,Spelling exceptions where ร is silent or ทร reads as s
grapheme,ฤๅ,rare vocalic r rue long,0.1,0.08,0.14,0.32,0.6,0.3,0.52,0.06,0.11,0.1,0,0,Long vocalic r in very rare vocabulary recognition only
grapheme,ฃ,obsolete high consonant kho khuat,0.05,0.03,0.1,0.24,0.66,0.24,0.5,0.06,0.1,0.12,0,0,No longer used in modern Thai recognition only
grapheme,ฅ,obsolete low consonant kho khon,0.05,0.03,0.1,0.24,0.66,0.24,0.5,0.06,0.1,0.12,0,0,No longer used in modern Thai recognition only
grapheme,ฦ,obsolete vocalic l lu,0.03,0.02,0.06,0.18,0.58,0.18,0.48,0.06,0.12,0.14,0,0,Obsolete vocalic l recognition only
grapheme,ฦๅ,obsolete vocalic l lue long,0.03,0.02,0.06,0.18,0.58,0.18,0.48,0.06,0.12,0.14,0,0,Obsolete long vocalic l recognition only
